,UniqueId,PhotoPath,ListingType,ProductCode,LongComment,FipePercent,GoodDeal,Title,YearFabrication,YearModel,Odometer,Transmission,NumberPorts,BodyType,Armored,Make.id,Make.Value,Model.id,Model.Value,Version.id,Version.Value,Color.IdPrimary,Color.Primary,Price,SearchPrice,Id,SellerType,City,State,BudgetInvestimento,DealerScore,CarDelivery,TrocaComTroco,ExceededPlan,AdType.id,AdType.Value
10,34437923,2021\202105\20210519\volkswagen-polo-1.0-mpi-total-flex-manual-wmimagem09362548510.jpg,U,2612,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, troca viabilizada e seu carro entregue na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Pára-choques na cor do veículo.",102.0,,VOLKSWAGEN POLO 1.0 MPI TOTAL FLEX MANUAL,2019,2020.0,43824.0,Manual,4,Hatchback,N,5,VOLKSWAGEN,751,POLO,347404,1.0 MPI TOTAL FLEX MANUAL,30409,Prata,57490.0,57490.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
11,36548231,2021\202104\20210412\toyota-etios-1.5-xls-sedan-16v-flex-4p-automatico-wmimagem15384319873.jpg,U,1606," Outros Opcionais: Farol de neblina, Direção Elétrica, Comando de áudio no volante, Distribuição eletrônica de frenagem, Pára-choques na cor do veículo.",102.0,,TOYOTA ETIOS 1.5 XLS SEDAN 16V FLEX 4P AUTOMÁTICO,2017,2018.0,93286.0,Automática,4,Sedã,N,35,TOYOTA,3337,ETIOS,346695,1.5 XLS SEDAN 16V FLEX 4P AUTOMÁTICO,30409,Prata,57000.0,57000.0,3851730,PJ,Três Lagoas,Mato Grosso do Sul (MS),0,3,True,True,False,1,Loja
12,34890018,2021\202105\20210519\ford-ka-1.0-tivct-flex-s-manual-wmimagem09355509550.jpg,U,2612,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, troca viabilizada e seu carro entregue na segurança de sua casa! Agende já seu atendimento!",106.0,,FORD KA 1.0 TI-VCT FLEX S MANUAL,2019,2020.0,42416.0,Manual,4,Hatchback,N,3,FORD,703,KA,347423,1.0 TI-VCT FLEX S MANUAL,30404,Branco,48990.0,48990.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
13,36623792,2021\202106\20210609\toyota-etios-1.5-x-plus-sedan-16v-flex-4p-automatico-wmimagem10321152755.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Direção Elétrica, Comando de áudio no volante, Pára-choques na cor do veículo.",104.0,,TOYOTA ETIOS 1.5 X PLUS SEDAN 16V FLEX 4P AUTOMÁTICO,2019,2020.0,50951.0,CVT,4,Sedã,N,35,TOYOTA,3337,ETIOS,347582,1.5 X PLUS SEDAN 16V FLEX 4P AUTOMÁTICO,30409,Prata,67120.0,67120.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
14,36623757,2021\202105\20210519\jeep-renegade-1.8-16v-flex-longitude-4p-automatico-wmimagem09230408250.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Farol de neblina, Direção Elétrica, Comando de áudio no volante, Assistente de Partida em Rampa, Pára-choques na cor do veículo.",99.0,,JEEP RENEGADE 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO,2019,2020.0,46246.0,Automática,4,Utilitário esportivo,N,218,JEEP,3511,RENEGADE,346135,1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO,30404,Branco,91990.0,91990.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
15,36686815,2021\202106\20210609\toyota-etios-1.5-x-plus-sedan-16v-flex-4p-automatico-wmimagem10312295018.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Direção Elétrica, Comando de áudio no volante, Pára-choques na cor do veículo.",105.0,,TOYOTA ETIOS 1.5 X PLUS SEDAN 16V FLEX 4P AUTOMÁTICO,2019,2020.0,44449.0,CVT,4,Sedã,N,35,TOYOTA,3337,ETIOS,347582,1.5 X PLUS SEDAN 16V FLEX 4P AUTOMÁTICO,30409,Prata,67630.0,67630.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
16,36687265,2021\202106\20210601\ford-ka-+-1.5-sigma-flex-se-manual-wmimagem10515492872.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Farol de neblina, Direção Elétrica, Pára-choques na cor do veículo.",110.0,,FORD KA + 1.5 SIGMA FLEX SE MANUAL,2018,2018.0,36648.0,Manual,4,Sedã,N,3,FORD,3459,KA +,345741,1.5 SIGMA FLEX SE MANUAL,30404,Branco,49860.0,49860.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
17,36687384,2021\202104\20210423\renault-logan-1.0-12v-sce-flex-zen-manual-wmimagem18402810390.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Pára-choques na cor do veículo.",87.0,1.0,RENAULT LOGAN 1.0 12V SCE FLEX ZEN MANUAL,2020,2021.0,47225.0,Manual,4,Sedã,N,30,RENAULT,2804,LOGAN,348080,1.0 12V SCE FLEX ZEN MANUAL,30404,Branco,55220.0,55220.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
18,36692069,2021\202105\20210519\jeep-renegade-1.8-16v-flex-longitude-4p-automatico-wmimagem0921580385.jpg,U,2612,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Farol de neblina, Direção Elétrica, Comando de áudio no volante, Assistente de Partida em Rampa, Pára-choques na cor do veículo.",99.0,,JEEP RENEGADE 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO,2019,2020.0,46928.0,Automática,4,Utilitário esportivo,N,218,JEEP,3511,RENEGADE,346135,1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO,30412,Verde,91990.0,91990.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
19,36779048,2021\202106\20210601\chevrolet-prisma-1.0-mpfi-joy-8v-flex-4p-manual-wmimagem10485060024.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Direção Elétrica, Pára-choques na cor do veículo.",107.0,,CHEVROLET PRISMA 1.0 MPFI JOY 8V FLEX 4P MANUAL,2019,2019.0,45641.0,Manual,4,Sedã,N,2,CHEVROLET,2752,PRISMA,346816,1.0 MPFI JOY 8V FLEX 4P MANUAL,30409,Prata,51970.0,51970.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
20,36779062,2021\202105\20210519\chevrolet-onix-1.0-mpfi-lt-8v-flex-4p-manual-wmimagem09193409856.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",102.0,,CHEVROLET ONIX 1.0 MPFI LT 8V FLEX 4P MANUAL,2019,2019.0,46114.0,Manual,4,Hatchback,N,2,CHEVROLET,3340,ONIX,344558,1.0 MPFI LT 8V FLEX 4P MANUAL,30405,Cinza,51490.0,51490.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
21,36779123,2021\202105\20210503\chevrolet-joy-1.0-spe4-flex-manual-wmimagem15170532085.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento! Outros Opcionais: Direção Elétrica.",101.0,,CHEVROLET JOY 1.0 SPE4 FLEX MANUAL,2019,2020.0,49108.0,Manual,4,Hatchback,N,2,CHEVROLET,3750,JOY,348191,1.0 SPE4 FLEX MANUAL,30409,Prata,49900.0,49900.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
22,36865340,2021\202106\20210601\chevrolet-spin-1.8-activ7-8v-flex-4p-automatico-wmimagem10453724577.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",103.0,,CHEVROLET SPIN 1.8 ACTIV7 8V FLEX 4P AUTOMÁTICO,2019,2020.0,43280.0,Automática,4,Minivan,N,2,CHEVROLET,3323,SPIN,347756,1.8 ACTIV7 8V FLEX 4P AUTOMÁTICO,30405,Cinza,85490.0,85490.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
23,36865758,2021\202106\20210601\ford-ka-1.0-tivct-flex-se-sedan-manual-wmimagem10433291751.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",100.0,,FORD KA 1.0 TI-VCT FLEX SE SEDAN MANUAL,2019,2020.0,48188.0,Manual,4,Sedã,N,3,FORD,703,KA,347773,1.0 TI-VCT FLEX SE SEDAN MANUAL,30404,Branco,49490.0,49490.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
0,36865900,2021\202106\20210601\chevrolet-prisma-1.4-mpfi-lt-8v-flex-4p-manual-wmimagem10415565980.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",105.0,,CHEVROLET PRISMA 1.4 MPFI LT 8V FLEX 4P MANUAL,2019,2019.0,44166.0,Manual,4,Sedã,N,2,CHEVROLET,2752,PRISMA,343676,1.4 MPFI LT 8V FLEX 4P MANUAL,30404,Branco,62990.0,62990.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
1,36866139,2021\202105\20210519\ford-ka-1.5-tivct-flex-se-manual-wmimagem09142769194.jpg,U,1606,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",,,FORD KA 1.5 TI-VCT FLEX SE MANUAL,2019,2020.0,50087.0,Manual,4,Hatchback,N,3,FORD,703,KA,347771,1.5 TI-VCT FLEX SE MANUAL,30409,Prata,51990.0,51990.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
2,36866642,2021\202105\20210518\toyota-corolla-cross-2.0-vvtie-flex-xre-direct-shift-wmimagem0937471752.jpg,N,2612," Outros Opcionais: Farol de neblina, Direção Elétrica, Comando de áudio no volante, Banco bi-partido, Controle de estabilidade, Distribuição eletrônica de frenagem, Kit Multimídia, MP3 Player, Pára-choques na cor do veículo.",,,TOYOTA COROLLA CROSS 2.0 VVT-IE FLEX XRE DIRECT SHIFT,2021,2022.0,0.0,CVT,4,Utilitário esportivo,N,35,TOYOTA,3807,COROLLA CROSS,348626,2.0 VVT-IE FLEX XRE DIRECT SHIFT,30410,Preto,167000.0,167000.0,3851730,PJ,Três Lagoas,Mato Grosso do Sul (MS),0,3,True,True,False,1,Loja
3,36955248,2021\202105\20210515\chevrolet-s10-2.8-lt-4x2-cd-16v-turbo-diesel-4p-automatico-wmimagem10300333972.jpg,U,2612," Outros Opcionais: Farol de neblina, Comando de áudio no volante, Distribuição eletrônica de frenagem, MP3 Player, Pára-choques na cor do veículo.",127.0,,CHEVROLET S10 2.8 LT 4X2 CD 16V TURBO DIESEL 4P AUTOMÁTICO,2012,2013.0,172418.0,Automática,4,Picape,N,2,CHEVROLET,761,S10,344329,2.8 LT 4X2 CD 16V TURBO DIESEL 4P AUTOMÁTICO,30409,Prata,97000.0,97000.0,3851730,PJ,Três Lagoas,Mato Grosso do Sul (MS),0,3,True,True,False,1,Loja
4,36959904,2021\202106\20210601\hyundai-hb20-1.0-unique-12v-flex-4p-manual-wmimagem1038169632.jpg,U,2612,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",109.0,,HYUNDAI HB20 1.0 UNIQUE 12V FLEX 4P MANUAL,2019,2019.0,45634.0,Manual,4,Hatchback,N,17,HYUNDAI,3338,HB20,347686,1.0 UNIQUE 12V FLEX 4P MANUAL,30410,Preto,52270.0,52270.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
5,37035063,2021\202106\20210601\volkswagen-gol-1.0-12v-mpi-totalflex-4p-manual-wmimagem10273480646.jpg,U,2612,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",102.0,,VOLKSWAGEN GOL 1.0 12V MPI TOTALFLEX 4P MANUAL,2019,2020.0,50667.0,Manual,4,Hatchback,N,5,VOLKSWAGEN,788,GOL,347690,1.0 12V MPI TOTALFLEX 4P MANUAL,30405,Cinza,47990.0,47990.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
6,37035175,2021\202106\20210601\ford-ka-1.5-tivct-flex-se-manual-wmimagem10265579233.jpg,U,2612,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",,,FORD KA 1.5 TI-VCT FLEX SE MANUAL,2019,2020.0,47751.0,Manual,4,Hatchback,N,3,FORD,703,KA,347771,1.5 TI-VCT FLEX SE MANUAL,30409,Prata,51990.0,51990.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
7,37035275,2021\202106\20210601\ford-ka-1.5-tivct-flex-se-manual-wmimagem10152588516.jpg,U,2612,"Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!",,,FORD KA 1.5 TI-VCT FLEX SE MANUAL,2019,2020.0,45900.0,Manual,4,Hatchback,N,3,FORD,703,KA,347771,1.5 TI-VCT FLEX SE MANUAL,30409,Prata,51990.0,51990.0,3856919,PJ,Campo Grande,Mato Grosso do Sul (MS),0,0,True,False,False,1,Loja
